"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","26.10.2023 23:00 - 27.10.2023 00:00 (UTC)","327","n/e","n/e","n/e","129","0","n/e","n/e","n/e","n/e","582","151","816","546","n/e","n/e","4","n/e","0","n/e","5","3266"
"Portugal (PT)","27.10.2023 00:00 - 27.10.2023 01:00 (UTC)","321","n/e","n/e","n/e","127","0","n/e","n/e","n/e","n/e","561","830","653","566","n/e","n/e","4","n/e","0","n/e","16","3247"
"Portugal (PT)","27.10.2023 01:00 - 27.10.2023 02:00 (UTC)","325","n/e","n/e","n/e","127","0","n/e","n/e","n/e","n/e","438","968","805","447","n/e","n/e","4","n/e","0","n/e","23","3445"
"Portugal (PT)","27.10.2023 02:00 - 27.10.2023 03:00 (UTC)","323","n/e","n/e","n/e","126","0","n/e","n/e","n/e","n/e","437","910","823","434","n/e","n/e","4","n/e","0","n/e","25","3720"
"Portugal (PT)","27.10.2023 03:00 - 27.10.2023 04:00 (UTC)","323","n/e","n/e","n/e","113","0","n/e","n/e","n/e","n/e","438","1058","819","436","n/e","n/e","4","n/e","0","n/e","24","3785"
"Portugal (PT)","27.10.2023 04:00 - 27.10.2023 05:00 (UTC)","328","n/e","n/e","n/e","83","0","n/e","n/e","n/e","n/e","679","362","946","702","n/e","n/e","4","n/e","0","n/e","23","3864"
"Portugal (PT)","27.10.2023 05:00 - 27.10.2023 06:00 (UTC)","322","n/e","n/e","n/e","102","0","n/e","n/e","n/e","n/e","665","124","1023","711","n/e","n/e","4","n/e","0","n/e","23","3897"
"Portugal (PT)","27.10.2023 06:00 - 27.10.2023 07:00 (UTC)","312","n/e","n/e","n/e","156","0","n/e","n/e","n/e","n/e","1322","1","1316","725","n/e","n/e","4","n/e","0","n/e","11","3975"
"Portugal (PT)","27.10.2023 07:00 - 27.10.2023 08:00 (UTC)","322","n/e","n/e","n/e","163","0","n/e","n/e","n/e","n/e","1742","1","1275","750","n/e","n/e","4","n/e","97","n/e","16","3922"
"Portugal (PT)","27.10.2023 08:00 - 27.10.2023 09:00 (UTC)","320","n/e","n/e","n/e","163","0","n/e","n/e","n/e","n/e","886","60","940","536","n/e","n/e","4","n/e","471","n/e","12","3840"
"Portugal (PT)","27.10.2023 09:00 - 27.10.2023 10:00 (UTC)","313","n/e","n/e","n/e","163","0","n/e","n/e","n/e","n/e","857","439","771","591","n/e","n/e","3","n/e","821","n/e","13","3567"
"Portugal (PT)","27.10.2023 10:00 - 27.10.2023 11:00 (UTC)","310","n/e","n/e","n/e","170","0","n/e","n/e","n/e","n/e","884","298","716","604","n/e","n/e","3","n/e","940","n/e","11","3407"
"Portugal (PT)","27.10.2023 11:00 - 27.10.2023 12:00 (UTC)","307","n/e","n/e","n/e","182","0","n/e","n/e","n/e","n/e","825","3","721","544","n/e","n/e","3","n/e","1030","n/e","12","3262"
"Portugal (PT)","27.10.2023 12:00 - 27.10.2023 13:00 (UTC)","318","n/e","n/e","n/e","178","0","n/e","n/e","n/e","n/e","739","7","724","579","n/e","n/e","3","n/e","978","n/e","15","3310"
"Portugal (PT)","27.10.2023 13:00 - 27.10.2023 14:00 (UTC)","321","n/e","n/e","n/e","174","0","n/e","n/e","n/e","n/e","681","6","537","580","n/e","n/e","3","n/e","986","n/e","7","3237"
"Portugal (PT)","27.10.2023 14:00 - 27.10.2023 15:00 (UTC)","309","n/e","n/e","n/e","199","0","n/e","n/e","n/e","n/e","968","6","557","633","n/e","n/e","3","n/e","822","n/e","7","2979"
"Portugal (PT)","27.10.2023 15:00 - 27.10.2023 16:00 (UTC)","306","n/e","n/e","n/e","271","0","n/e","n/e","n/e","n/e","719","7","647","712","n/e","n/e","3","n/e","547","n/e","20","2915"
"Portugal (PT)","27.10.2023 16:00 - 27.10.2023 17:00 (UTC)","303","n/e","n/e","n/e","433","0","n/e","n/e","n/e","n/e","871","5","651","727","n/e","n/e","3","n/e","236","n/e","18","3043"
"Portugal (PT)","27.10.2023 17:00 - 27.10.2023 18:00 (UTC)","300","n/e","n/e","n/e","549","0","n/e","n/e","n/e","n/e","1752","4","1207","978","n/e","n/e","3","n/e","22","n/e","15","3015"
"Portugal (PT)","27.10.2023 18:00 - 27.10.2023 19:00 (UTC)","313","n/e","n/e","n/e","546","0","n/e","n/e","n/e","n/e","2276","1","1850","1206","n/e","n/e","3","n/e","0","n/e","20","2621"
"Portugal (PT)","27.10.2023 19:00 - 27.10.2023 20:00 (UTC)","322","n/e","n/e","n/e","546","0","n/e","n/e","n/e","n/e","2580","1","1650","1166","n/e","n/e","3","n/e","0","n/e","23","2498"
"Portugal (PT)","27.10.2023 20:00 - 27.10.2023 21:00 (UTC)","313","n/e","n/e","n/e","402","0","n/e","n/e","n/e","n/e","2333","1","1223","1025","n/e","n/e","3","n/e","0","n/e","25","2612"
"Portugal (PT)","27.10.2023 21:00 - 27.10.2023 22:00 (UTC)","321","n/e","n/e","n/e","177","0","n/e","n/e","n/e","n/e","1436","2","875","716","n/e","n/e","4","n/e","0","n/e","25","2985"
"Portugal (PT)","27.10.2023 22:00 - 27.10.2023 23:00 (UTC)","315","n/e","n/e","n/e","136","0","n/e","n/e","n/e","n/e","1661","2","994","719","n/e","n/e","4","n/e","0","n/e","25","3164"
"Portugal (PT)","27.10.2023 23:00 - 28.10.2023 00:00 (UTC)","316","n/e","n/e","n/e","102","0","n/e","n/e","n/e","n/e","1773","3","604","724","n/e","n/e","4","n/e","0","n/e","25","3276"
"Portugal (PT)","28.10.2023 00:00 - 28.10.2023 01:00 (UTC)","317","n/e","n/e","n/e","101","0","n/e","n/e","n/e","n/e","1432","9","546","715","n/e","n/e","4","n/e","0","n/e","24","3484"
"Portugal (PT)","28.10.2023 01:00 - 28.10.2023 02:00 (UTC)","317","n/e","n/e","n/e","101","0","n/e","n/e","n/e","n/e","1437","9","574","749","n/e","n/e","4","n/e","0","n/e","25","3533"
"Portugal (PT)","28.10.2023 02:00 - 28.10.2023 03:00 (UTC)","313","n/e","n/e","n/e","101","0","n/e","n/e","n/e","n/e","1138","10","433","662","n/e","n/e","4","n/e","0","n/e","25","3640"
"Portugal (PT)","28.10.2023 03:00 - 28.10.2023 04:00 (UTC)","312","n/e","n/e","n/e","98","0","n/e","n/e","n/e","n/e","1148","10","490","675","n/e","n/e","4","n/e","0","n/e","25","3596"
"Portugal (PT)","28.10.2023 04:00 - 28.10.2023 05:00 (UTC)","309","n/e","n/e","n/e","93","0","n/e","n/e","n/e","n/e","1309","10","640","729","n/e","n/e","4","n/e","0","n/e","25","3367"
"Portugal (PT)","28.10.2023 05:00 - 28.10.2023 06:00 (UTC)","310","n/e","n/e","n/e","93","0","n/e","n/e","n/e","n/e","1473","9","723","729","n/e","n/e","4","n/e","0","n/e","25","3274"
"Portugal (PT)","28.10.2023 06:00 - 28.10.2023 07:00 (UTC)","313","n/e","n/e","n/e","95","0","n/e","n/e","n/e","n/e","1529","9","728","716","n/e","n/e","4","n/e","0","n/e","25","3425"
"Portugal (PT)","28.10.2023 07:00 - 28.10.2023 08:00 (UTC)","317","n/e","n/e","n/e","99","0","n/e","n/e","n/e","n/e","1577","9","676","701","n/e","n/e","4","n/e","97","n/e","25","3483"
"Portugal (PT)","28.10.2023 08:00 - 28.10.2023 09:00 (UTC)","312","n/e","n/e","n/e","111","0","n/e","n/e","n/e","n/e","1187","10","624","593","n/e","n/e","4","n/e","426","n/e","25","3583"
"Portugal (PT)","28.10.2023 09:00 - 28.10.2023 10:00 (UTC)","316","n/e","n/e","n/e","110","0","n/e","n/e","n/e","n/e","1115","166","625","703","n/e","n/e","4","n/e","747","n/e","25","3728"
"Portugal (PT)","28.10.2023 10:00 - 28.10.2023 11:00 (UTC)","313","n/e","n/e","n/e","112","0","n/e","n/e","n/e","n/e","689","235","806","592","n/e","n/e","4","n/e","855","n/e","25","3834"
"Portugal (PT)","28.10.2023 11:00 - 28.10.2023 12:00 (UTC)","311","n/e","n/e","n/e","111","0","n/e","n/e","n/e","n/e","683","285","787","573","n/e","n/e","4","n/e","993","n/e","25","3956"
"Portugal (PT)","28.10.2023 12:00 - 28.10.2023 13:00 (UTC)","304","n/e","n/e","n/e","110","0","n/e","n/e","n/e","n/e","656","342","726","362","n/e","n/e","4","n/e","999","n/e","25","4081"
"Portugal (PT)","28.10.2023 13:00 - 28.10.2023 14:00 (UTC)","302","n/e","n/e","n/e","105","0","n/e","n/e","n/e","n/e","633","485","695","372","n/e","n/e","4","n/e","853","n/e","25","4201"
"Portugal (PT)","28.10.2023 14:00 - 28.10.2023 15:00 (UTC)","306","n/e","n/e","n/e","107","0","n/e","n/e","n/e","n/e","685","681","616","364","n/e","n/e","4","n/e","814","n/e","25","4183"
"Portugal (PT)","28.10.2023 15:00 - 28.10.2023 16:00 (UTC)","310","n/e","n/e","n/e","123","0","n/e","n/e","n/e","n/e","1090","3","692","535","n/e","n/e","4","n/e","577","n/e","25","4187"
"Portugal (PT)","28.10.2023 16:00 - 28.10.2023 17:00 (UTC)","296","n/e","n/e","n/e","122","0","n/e","n/e","n/e","n/e","1403","2","703","829","n/e","n/e","4","n/e","262","n/e","23","4202"
"Portugal (PT)","28.10.2023 17:00 - 28.10.2023 18:00 (UTC)","281","n/e","n/e","n/e","125","0","n/e","n/e","n/e","n/e","1702","2","864","1022","n/e","n/e","4","n/e","19","n/e","25","4215"
"Portugal (PT)","28.10.2023 18:00 - 28.10.2023 19:00 (UTC)","300","n/e","n/e","n/e","96","0","n/e","n/e","n/e","n/e","2238","1","1090","1115","n/e","n/e","4","n/e","0","n/e","23","4201"
"Portugal (PT)","28.10.2023 19:00 - 28.10.2023 20:00 (UTC)","299","n/e","n/e","n/e","86","0","n/e","n/e","n/e","n/e","1896","1","1100","1034","n/e","n/e","4","n/e","0","n/e","16","4192"
"Portugal (PT)","28.10.2023 20:00 - 28.10.2023 21:00 (UTC)","302","n/e","n/e","n/e","78","0","n/e","n/e","n/e","n/e","1412","2","870","878","n/e","n/e","4","n/e","0","n/e","23","4216"
"Portugal (PT)","28.10.2023 21:00 - 28.10.2023 22:00 (UTC)","308","n/e","n/e","n/e","57","0","n/e","n/e","n/e","n/e","1088","24","573","577","n/e","n/e","4","n/e","0","n/e","25","4264"
"Portugal (PT)","28.10.2023 22:00 - 28.10.2023 23:00 (UTC)","304","n/e","n/e","n/e","57","0","n/e","n/e","n/e","n/e","770","33","665","605","n/e","n/e","4","n/e","0","n/e","25","4307"
"Portugal (PT)","28.10.2023 23:00 - 29.10.2023 00:00 (UTC)","308","n/e","n/e","n/e","56","0","n/e","n/e","n/e","n/e","703","75","589","614","n/e","n/e","4","n/e","0","n/e","25","4368"
"Portugal (PT)","29.10.2023 00:00 - 29.10.2023 01:00 (UTC)","305","n/e","n/e","n/e","56","0","n/e","n/e","n/e","n/e","840","864","476","480","n/e","n/e","4","n/e","0","n/e","17","4254"
"Portugal (PT)","29.10.2023 01:00 - 29.10.2023 02:00 (UTC)","300","n/e","n/e","n/e","55","0","n/e","n/e","n/e","n/e","630","1132","505","265","n/e","n/e","4","n/e","0","n/e","13","4293"
"Portugal (PT)","29.10.2023 02:00 - 29.10.2023 03:00 (UTC)","299","n/e","n/e","n/e","56","0","n/e","n/e","n/e","n/e","454","1269","422","215","n/e","n/e","4","n/e","0","n/e","12","4152"
"Portugal (PT)","29.10.2023 03:00 - 29.10.2023 04:00 (UTC)","302","n/e","n/e","n/e","55","0","n/e","n/e","n/e","n/e","769","1207","378","282","n/e","n/e","4","n/e","0","n/e","9","3780"
"Portugal (PT)","29.10.2023 04:00 - 29.10.2023 05:00 (UTC)","304","n/e","n/e","n/e","56","0","n/e","n/e","n/e","n/e","1107","1113","567","292","n/e","n/e","4","n/e","0","n/e","9","3250"
"Portugal (PT)","29.10.2023 05:00 - 29.10.2023 06:00 (UTC)","305","n/e","n/e","n/e","57","0","n/e","n/e","n/e","n/e","1253","255","442","301","n/e","n/e","4","n/e","0","n/e","8","2601"
"Portugal (PT)","29.10.2023 06:00 - 29.10.2023 07:00 (UTC)","307","n/e","n/e","n/e","60","0","n/e","n/e","n/e","n/e","1848","12","519","269","n/e","n/e","4","n/e","0","n/e","11","2176"
"Portugal (PT)","29.10.2023 07:00 - 29.10.2023 08:00 (UTC)","306","n/e","n/e","n/e","61","0","n/e","n/e","n/e","n/e","2149","1","833","407","n/e","n/e","4","n/e","44","n/e","14","2006"
"Portugal (PT)","29.10.2023 08:00 - 29.10.2023 09:00 (UTC)","299","n/e","n/e","n/e","60","0","n/e","n/e","n/e","n/e","2226","0","883","462","n/e","n/e","4","n/e","204","n/e","12","1977"
"Portugal (PT)","29.10.2023 09:00 - 29.10.2023 10:00 (UTC)","300","n/e","n/e","n/e","63","0","n/e","n/e","n/e","n/e","2179","2","799","650","n/e","n/e","4","n/e","287","n/e","19","1813"
"Portugal (PT)","29.10.2023 10:00 - 29.10.2023 11:00 (UTC)","303","n/e","n/e","n/e","64","0","n/e","n/e","n/e","n/e","1549","175","789","609","n/e","n/e","4","n/e","350","n/e","11","2156"
"Portugal (PT)","29.10.2023 11:00 - 29.10.2023 12:00 (UTC)","303","n/e","n/e","n/e","64","0","n/e","n/e","n/e","n/e","1413","254","680","737","n/e","n/e","4","n/e","495","n/e","8","2083"
"Portugal (PT)","29.10.2023 12:00 - 29.10.2023 13:00 (UTC)","282","n/e","n/e","n/e","64","0","n/e","n/e","n/e","n/e","1510","229","841","858","n/e","n/e","4","n/e","513","n/e","3","1947"
"Portugal (PT)","29.10.2023 13:00 - 29.10.2023 14:00 (UTC)","299","n/e","n/e","n/e","63","0","n/e","n/e","n/e","n/e","1483","436","962","839","n/e","n/e","4","n/e","510","n/e","8","1807"
"Portugal (PT)","29.10.2023 14:00 - 29.10.2023 15:00 (UTC)","301","n/e","n/e","n/e","64","0","n/e","n/e","n/e","n/e","1563","454","767","719","n/e","n/e","4","n/e","409","n/e","4","1953"
"Portugal (PT)","29.10.2023 15:00 - 29.10.2023 16:00 (UTC)","299","n/e","n/e","n/e","64","0","n/e","n/e","n/e","n/e","1620","223","1028","792","n/e","n/e","4","n/e","193","n/e","5","2043"
"Portugal (PT)","29.10.2023 16:00 - 29.10.2023 17:00 (UTC)","305","n/e","n/e","n/e","64","0","n/e","n/e","n/e","n/e","1859","17","996","1212","n/e","n/e","4","n/e","60","n/e","3","2280"
"Portugal (PT)","29.10.2023 17:00 - 29.10.2023 18:00 (UTC)","298","n/e","n/e","n/e","62","0","n/e","n/e","n/e","n/e","1794","1","885","1216","n/e","n/e","4","n/e","5","n/e","8","2545"
"Portugal (PT)","29.10.2023 18:00 - 29.10.2023 19:00 (UTC)","311","n/e","n/e","n/e","71","0","n/e","n/e","n/e","n/e","1819","1","1071","1359","n/e","n/e","4","n/e","0","n/e","14","2426"
"Portugal (PT)","29.10.2023 19:00 - 29.10.2023 20:00 (UTC)","317","n/e","n/e","n/e","105","0","n/e","n/e","n/e","n/e","2186","1","1209","1381","n/e","n/e","4","n/e","0","n/e","14","2445"
"Portugal (PT)","29.10.2023 20:00 - 29.10.2023 21:00 (UTC)","317","n/e","n/e","n/e","221","0","n/e","n/e","n/e","n/e","2243","1","1287","1370","n/e","n/e","4","n/e","0","n/e","7","2556"
"Portugal (PT)","29.10.2023 21:00 - 29.10.2023 22:00 (UTC)","321","n/e","n/e","n/e","221","0","n/e","n/e","n/e","n/e","2084","2","1296","1364","n/e","n/e","4","n/e","0","n/e","9","2639"
"Portugal (PT)","29.10.2023 22:00 - 29.10.2023 23:00 (UTC)","322","n/e","n/e","n/e","77","0","n/e","n/e","n/e","n/e","1588","34","1151","1233","n/e","n/e","4","n/e","0","n/e","23","2653"
"Portugal (PT)","29.10.2023 23:00 - 30.10.2023 00:00 (UTC)","322","n/e","n/e","n/e","65","0","n/e","n/e","n/e","n/e","1023","165","1098","932","n/e","n/e","4","n/e","0","n/e","21","2934"
"Portugal (PT)","30.10.2023 00:00 - 30.10.2023 01:00 (UTC)","325","n/e","n/e","n/e","70","0","n/e","n/e","n/e","n/e","1096","226","953","1005","n/e","n/e","4","n/e","0","n/e","14","3020"
"Portugal (PT)","30.10.2023 01:00 - 30.10.2023 02:00 (UTC)","326","n/e","n/e","n/e","65","0","n/e","n/e","n/e","n/e","1002","578","853","913","n/e","n/e","4","n/e","0","n/e","13","3165"
"Portugal (PT)","30.10.2023 02:00 - 30.10.2023 03:00 (UTC)","325","n/e","n/e","n/e","70","0","n/e","n/e","n/e","n/e","1030","819","830","811","n/e","n/e","4","n/e","0","n/e","14","3167"
"Portugal (PT)","30.10.2023 03:00 - 30.10.2023 04:00 (UTC)","322","n/e","n/e","n/e","90","0","n/e","n/e","n/e","n/e","1053","808","786","751","n/e","n/e","4","n/e","0","n/e","9","2828"
"Portugal (PT)","30.10.2023 04:00 - 30.10.2023 05:00 (UTC)","325","n/e","n/e","n/e","64","0","n/e","n/e","n/e","n/e","1097","395","786","849","n/e","n/e","4","n/e","0","n/e","7","2626"
"Portugal (PT)","30.10.2023 05:00 - 30.10.2023 06:00 (UTC)","322","n/e","n/e","n/e","76","0","n/e","n/e","n/e","n/e","1415","4","1016","1129","n/e","n/e","4","n/e","0","n/e","16","2272"
"Portugal (PT)","30.10.2023 06:00 - 30.10.2023 07:00 (UTC)","299","n/e","n/e","n/e","115","0","n/e","n/e","n/e","n/e","1892","4","1211","1222","n/e","n/e","4","n/e","0","n/e","12","2127"
"Portugal (PT)","30.10.2023 07:00 - 30.10.2023 08:00 (UTC)","321","n/e","n/e","n/e","151","0","n/e","n/e","n/e","n/e","2309","3","1445","1292","n/e","n/e","4","n/e","122","n/e","12","2238"
"Portugal (PT)","30.10.2023 08:00 - 30.10.2023 09:00 (UTC)","321","n/e","n/e","n/e","155","0","n/e","n/e","n/e","n/e","2138","2","1265","1262","n/e","n/e","4","n/e","576","n/e","12","2158"
"Portugal (PT)","30.10.2023 09:00 - 30.10.2023 10:00 (UTC)","328","n/e","n/e","n/e","160","0","n/e","n/e","n/e","n/e","1608","2","1109","1148","n/e","n/e","4","n/e","972","n/e","8","1975"
"Portugal (PT)","30.10.2023 10:00 - 30.10.2023 11:00 (UTC)","311","n/e","n/e","n/e","164","0","n/e","n/e","n/e","n/e","1002","2","925","821","n/e","n/e","3","n/e","1125","n/e","11","2176"
"Portugal (PT)","30.10.2023 11:00 - 30.10.2023 12:00 (UTC)","284","n/e","n/e","n/e","185","0","n/e","n/e","n/e","n/e","744","224","777","816","n/e","n/e","2","n/e","1083","n/e","14","2279"
"Portugal (PT)","30.10.2023 12:00 - 30.10.2023 13:00 (UTC)","283","n/e","n/e","n/e","198","0","n/e","n/e","n/e","n/e","841","749","757","790","n/e","n/e","2","n/e","1060","n/e","13","2179"
"Portugal (PT)","30.10.2023 13:00 - 30.10.2023 14:00 (UTC)","268","n/e","n/e","n/e","196","0","n/e","n/e","n/e","n/e","528","922","736","701","n/e","n/e","2","n/e","1044","n/e","12","2277"
"Portugal (PT)","30.10.2023 14:00 - 30.10.2023 15:00 (UTC)","269","n/e","n/e","n/e","202","0","n/e","n/e","n/e","n/e","397","917","709","686","n/e","n/e","2","n/e","889","n/e","13","2431"
"Portugal (PT)","30.10.2023 15:00 - 30.10.2023 16:00 (UTC)","270","n/e","n/e","n/e","205","0","n/e","n/e","n/e","n/e","527","298","657","687","n/e","n/e","2","n/e","647","n/e","14","2473"
"Portugal (PT)","30.10.2023 16:00 - 30.10.2023 17:00 (UTC)","272","n/e","n/e","n/e","203","0","n/e","n/e","n/e","n/e","1466","3","648","896","n/e","n/e","2","n/e","213","n/e","12","2351"
"Portugal (PT)","30.10.2023 17:00 - 30.10.2023 18:00 (UTC)","268","n/e","n/e","n/e","206","0","n/e","n/e","n/e","n/e","1552","2","762","1133","n/e","n/e","2","n/e","13","n/e","13","2257"
"Portugal (PT)","30.10.2023 18:00 - 30.10.2023 19:00 (UTC)","269","n/e","n/e","n/e","210","0","n/e","n/e","n/e","n/e","1846","1","1082","1208","n/e","n/e","2","n/e","0","n/e","9","1982"
"Portugal (PT)","30.10.2023 19:00 - 30.10.2023 20:00 (UTC)","271","n/e","n/e","n/e","210","0","n/e","n/e","n/e","n/e","1803","1","1397","1296","n/e","n/e","2","n/e","0","n/e","8","1758"
"Portugal (PT)","30.10.2023 20:00 - 30.10.2023 21:00 (UTC)","271","n/e","n/e","n/e","210","0","n/e","n/e","n/e","n/e","1732","1","1567","1322","n/e","n/e","2","n/e","0","n/e","7","1454"
"Portugal (PT)","30.10.2023 21:00 - 30.10.2023 22:00 (UTC)","281","n/e","n/e","n/e","203","0","n/e","n/e","n/e","n/e","1619","1","1271","1277","n/e","n/e","2","n/e","0","n/e","7","1089"
"Portugal (PT)","30.10.2023 22:00 - 30.10.2023 23:00 (UTC)","286","n/e","n/e","n/e","198","0","n/e","n/e","n/e","n/e","1410","3","978","1172","n/e","n/e","2","n/e","0","n/e","4","976"
"Portugal (PT)","30.10.2023 23:00 - 31.10.2023 00:00 (UTC)","287","n/e","n/e","n/e","194","0","n/e","n/e","n/e","n/e","1081","4","1214","1218","n/e","n/e","2","n/e","0","n/e","6","795"
"Portugal (PT)","31.10.2023 00:00 - 31.10.2023 01:00 (UTC)","287","n/e","n/e","n/e","161","0","n/e","n/e","n/e","n/e","1100","3","1038","1278","n/e","n/e","2","n/e","0","n/e","6","713"
"Portugal (PT)","31.10.2023 01:00 - 31.10.2023 02:00 (UTC)","273","n/e","n/e","n/e","160","0","n/e","n/e","n/e","n/e","1157","4","799","1186","n/e","n/e","2","n/e","0","n/e","4","685"
"Portugal (PT)","31.10.2023 02:00 - 31.10.2023 03:00 (UTC)","282","n/e","n/e","n/e","160","0","n/e","n/e","n/e","n/e","948","4","783","1159","n/e","n/e","2","n/e","0","n/e","4","705"
"Portugal (PT)","31.10.2023 03:00 - 31.10.2023 04:00 (UTC)","283","n/e","n/e","n/e","161","0","n/e","n/e","n/e","n/e","901","5","828","1184","n/e","n/e","2","n/e","0","n/e","4","679"
"Portugal (PT)","31.10.2023 04:00 - 31.10.2023 05:00 (UTC)","285","n/e","n/e","n/e","252","0","n/e","n/e","n/e","n/e","1481","3","887","1211","n/e","n/e","2","n/e","0","n/e","4","657"
"Portugal (PT)","31.10.2023 05:00 - 31.10.2023 06:00 (UTC)","287","n/e","n/e","n/e","465","0","n/e","n/e","n/e","n/e","2036","3","1134","1366","n/e","n/e","2","n/e","0","n/e","6","685"
"Portugal (PT)","31.10.2023 06:00 - 31.10.2023 07:00 (UTC)","283","n/e","n/e","n/e","560","0","n/e","n/e","n/e","n/e","2073","2","1733","1418","n/e","n/e","2","n/e","0","n/e","11","854"
"Portugal (PT)","31.10.2023 07:00 - 31.10.2023 08:00 (UTC)","285","n/e","n/e","n/e","543","0","n/e","n/e","n/e","n/e","2048","3","1874","1383","n/e","n/e","2","n/e","21","n/e","16","1074"
"Portugal (PT)","31.10.2023 08:00 - 31.10.2023 09:00 (UTC)","275","n/e","n/e","n/e","526","0","n/e","n/e","n/e","n/e","2327","1","1961","1307","n/e","n/e","2","n/e","101","n/e","9","1243"
"Portugal (PT)","31.10.2023 09:00 - 31.10.2023 10:00 (UTC)","268","n/e","n/e","n/e","524","0","n/e","n/e","n/e","n/e","2693","1","1700","1271","n/e","n/e","2","n/e","224","n/e","12","1248"
"Portugal (PT)","31.10.2023 10:00 - 31.10.2023 11:00 (UTC)","281","n/e","n/e","n/e","388","0","n/e","n/e","n/e","n/e","2316","1","1576","1246","n/e","n/e","2","n/e","387","n/e","24","1374"
"Portugal (PT)","31.10.2023 11:00 - 31.10.2023 12:00 (UTC)","276","n/e","n/e","n/e","395","0","n/e","n/e","n/e","n/e","2232","1","1353","1272","n/e","n/e","2","n/e","600","n/e","12","1469"
"Portugal (PT)","31.10.2023 12:00 - 31.10.2023 13:00 (UTC)","274","n/e","n/e","n/e","416","0","n/e","n/e","n/e","n/e","2079","1","1404","1262","n/e","n/e","2","n/e","676","n/e","22","1594"
"Portugal (PT)","31.10.2023 13:00 - 31.10.2023 14:00 (UTC)","273","n/e","n/e","n/e","497","0","n/e","n/e","n/e","n/e","1936","1","1659","1262","n/e","n/e","2","n/e","664","n/e","25","1847"
"Portugal (PT)","31.10.2023 14:00 - 31.10.2023 15:00 (UTC)","274","n/e","n/e","n/e","509","0","n/e","n/e","n/e","n/e","2118","1","1850","1252","n/e","n/e","2","n/e","621","n/e","25","1671"
"Portugal (PT)","31.10.2023 15:00 - 31.10.2023 16:00 (UTC)","267","n/e","n/e","n/e","591","0","n/e","n/e","n/e","n/e","2353","1","1957","1250","n/e","n/e","3","n/e","500","n/e","24","1490"
"Portugal (PT)","31.10.2023 16:00 - 31.10.2023 17:00 (UTC)","275","n/e","n/e","n/e","622","0","n/e","n/e","n/e","n/e","2109","1","2193","1281","n/e","n/e","4","n/e","192","n/e","20","1612"
"Portugal (PT)","31.10.2023 17:00 - 31.10.2023 18:00 (UTC)","291","n/e","n/e","n/e","623","0","n/e","n/e","n/e","n/e","2106","1","2296","1373","n/e","n/e","5","n/e","17","n/e","25","1824"
"Portugal (PT)","31.10.2023 18:00 - 31.10.2023 19:00 (UTC)","290","n/e","n/e","n/e","650","0","n/e","n/e","n/e","n/e","2125","1","2130","1325","n/e","n/e","6","n/e","0","n/e","24","2238"
"Portugal (PT)","31.10.2023 19:00 - 31.10.2023 20:00 (UTC)","286","n/e","n/e","n/e","677","0","n/e","n/e","n/e","n/e","1702","1","2050","1272","n/e","n/e","5","n/e","0","n/e","25","2625"
"Portugal (PT)","31.10.2023 20:00 - 31.10.2023 21:00 (UTC)","285","n/e","n/e","n/e","762","0","n/e","n/e","n/e","n/e","1674","1","1961","1235","n/e","n/e","6","n/e","0","n/e","25","3012"
"Portugal (PT)","31.10.2023 21:00 - 31.10.2023 22:00 (UTC)","285","n/e","n/e","n/e","338","0","n/e","n/e","n/e","n/e","1761","1","1521","1286","n/e","n/e","6","n/e","0","n/e","25","3343"
"Portugal (PT)","31.10.2023 22:00 - 31.10.2023 23:00 (UTC)","278","n/e","n/e","n/e","199","0","n/e","n/e","n/e","n/e","1346","2","1551","991","n/e","n/e","6","n/e","0","n/e","25","3404"
"Portugal (PT)","31.10.2023 23:00 - 01.11.2023 00:00 (UTC)","277","n/e","n/e","n/e","198","0","n/e","n/e","n/e","n/e","1367","3","1778","1028","n/e","n/e","6","n/e","0","n/e","25","3619"
"Portugal (PT)","01.11.2023 00:00 - 01.11.2023 01:00 (UTC)","273","n/e","n/e","n/e","152","0","n/e","n/e","n/e","n/e","1271","3","1543","756","n/e","n/e","6","n/e","0","n/e","10","3764"
"Portugal (PT)","01.11.2023 01:00 - 01.11.2023 02:00 (UTC)","275","n/e","n/e","n/e","150","0","n/e","n/e","n/e","n/e","556","224","1530","683","n/e","n/e","6","n/e","0","n/e","8","3761"
